Date,Descripcion,Coco
2018-02-18,La Vega,7.0
2018-02-18,Puerto Plata,7.0
2018-02-18,San Cristobal,7.0
2018-02-18,San Juan,2.0
2018-02-18,Santiago,7.0
2018-02-18,Santo Domingo,7.0
2018-02-19,Barahona,25.0
2018-02-19,Distrito Nacional,7.0
2018-02-19,Espaillat,7.0
2018-02-19,Hermanas Mirabal,7.0
2018-02-19,La Altagracia,2.0
2018-02-19,La Romana,7.0
2018-02-19,La Vega,7.0
2018-02-19,Puerto Plata,7.0
2018-02-19,San Cristobal,7.0
2018-02-19,San Juan,2.0
2018-02-19,Santiago,7.0
2018-02-19,Santo Domingo,7.0
2018-02-20,Barahona,25.0
2018-02-20,Distrito Nacional,7.0
2018-02-20,Espaillat,7.0
2018-02-20,Hermanas Mirabal,7.0
2018-02-20,La Altagracia,2.0
2018-02-20,La Romana,7.0
2018-02-20,La Vega,7.0
2018-02-20,Puerto Plata,7.0
2018-02-20,San Cristobal,7.0
2018-02-20,San Juan,2.0
2018-02-20,Santiago,7.0
2018-02-20,Santo Domingo,7.0
2018-02-21,Barahona,25.0
2018-02-21,Distrito Nacional,7.0
2018-02-21,Espaillat,7.0
2018-02-21,Hermanas Mirabal,7.0
2018-02-21,La Altagracia,2.0
2018-02-21,La Romana,7.0
2018-02-21,La Vega,7.0
2018-02-21,Puerto Plata,7.0
2018-02-21,San Cristobal,7.0
2018-02-21,San Juan,2.0
2018-02-21,Santiago,7.0
2018-02-21,Santo Domingo,7.0
2018-02-22,Barahona,25.0
2018-02-22,Distrito Nacional,7.0
2018-02-22,Espaillat,7.0
2018-02-22,Hermanas Mirabal,7.0
2018-02-22,La Altagracia,2.0
2018-02-22,La Romana,7.0
2018-02-22,La Vega,7.0
2018-02-22,Puerto Plata,7.0
2018-02-22,San Cristobal,7.0
2018-02-22,San Juan,2.0
2018-02-22,Santiago,7.0
2018-02-22,Santo Domingo,7.0
2018-02-23,Barahona,25.0
2018-02-23,Distrito Nacional,7.0
2018-02-23,Espaillat,7.0
2018-02-23,Hermanas Mirabal,7.0
2018-02-23,La Altagracia,2.0
2018-02-23,La Romana,7.0
2018-02-23,La Vega,7.0
2018-02-23,Puerto Plata,7.0
2018-02-23,San Cristobal,7.0
2018-02-23,San Juan,2.0
2018-02-23,Santiago,7.0
2018-02-23,Santo Domingo,7.0
2018-02-24,Barahona,25.0
2018-02-24,Distrito Nacional,7.0
2018-02-24,Espaillat,7.0
2018-02-24,Hermanas Mirabal,7.0
2018-02-24,La Altagracia,2.0
2018-02-24,La Romana,7.0
2018-02-24,La Vega,7.0
2018-02-24,Puerto Plata,7.0
2018-02-24,San Cristobal,7.0
2018-02-24,San Juan,2.0
2018-02-24,Santiago,7.0
2018-02-24,Santo Domingo,7.0
2018-02-25,Barahona,25.0
2018-02-25,Distrito Nacional,7.0
2018-02-25,Espaillat,7.0
2018-02-25,Hermanas Mirabal,7.0
2018-02-25,La Altagracia,2.0
2018-02-25,La Romana,7.0
2018-02-25,La Vega,7.0
2018-02-25,Puerto Plata,7.0
2018-02-25,San Cristobal,7.0
2018-02-25,San Juan,2.0
2018-02-25,Santiago,7.0
2018-02-25,Santo Domingo,7.0
2018-02-26,Barahona,25.0
2018-02-26,Distrito Nacional,7.0
2018-02-26,Espaillat,7.0
2018-02-26,Hermanas Mirabal,7.0
2018-02-26,La Altagracia,2.0
2018-02-26,La Romana,7.0
2018-02-26,La Vega,7.0
2018-02-26,Puerto Plata,7.0
2018-02-26,San Cristobal,7.0
2018-02-26,San Juan,2.0
2018-02-26,Santiago,7.0
2018-02-26,Santo Domingo,7.0
2018-02-27,Barahona,25.0
2018-02-27,Distrito Nacional,7.0
2018-02-27,Espaillat,7.0
2018-02-27,Hermanas Mirabal,7.0
2018-02-27,La Altagracia,2.0
2018-02-27,La Romana,7.0
2018-02-27,La Vega,7.0
2018-02-27,Puerto Plata,7.0
2018-02-27,San Cristobal,7.0
2018-02-27,San Juan,2.0
2018-02-27,Santiago,7.0
2018-02-27,Santo Domingo,7.0
2018-02-28,Barahona,25.0
2018-02-28,Distrito Nacional,7.0
2018-02-28,Espaillat,7.0
2018-02-28,Hermanas Mirabal,7.0
2018-02-28,La Altagracia,2.0
2018-02-28,La Romana,7.0
2018-02-28,La Vega,7.0
2018-02-28,Puerto Plata,7.0
2018-02-28,San Cristobal,7.0
2018-02-28,San Juan,2.0
2018-02-28,Santiago,7.0
2018-02-28,Santo Domingo,7.0
2018-03-01,Barahona,7.0
2018-03-01,Distrito Nacional,7.0
2018-03-01,Espaillat,5.0
2018-03-01,Hermanas Mirabal,5.0
2018-03-01,La Altagracia,2.0
2018-03-01,La Romana,7.0
2018-03-01,La Vega,5.0
2018-03-01,Puerto Plata,7.0
2018-03-01,San Cristobal,7.0
2018-03-01,San Juan,2.0
2018-03-01,Santiago,7.0
2018-03-01,Santo Domingo,7.0
2018-03-02,Barahona,7.0
2018-03-02,Distrito Nacional,7.0
2018-03-02,Espaillat,5.0
2018-03-02,Hermanas Mirabal,5.0
2018-03-02,La Altagracia,2.0
2018-03-02,La Romana,7.0
2018-03-02,La Vega,5.0
2018-03-02,Puerto Plata,7.0
2018-03-02,San Cristobal,7.0
2018-03-02,San Juan,2.0
2018-03-02,Santiago,7.0
2018-03-02,Santo Domingo,7.0
2018-03-03,Barahona,7.0
2018-03-03,Distrito Nacional,7.0
2018-03-03,Espaillat,5.0
2018-03-03,Hermanas Mirabal,5.0
2018-03-03,La Altagracia,2.0
2018-03-03,La Romana,7.0
2018-03-03,La Vega,5.0
2018-03-03,Puerto Plata,7.0
2018-03-03,San Cristobal,7.0
2018-03-03,San Juan,2.0
2018-03-03,Santiago,7.0
2018-03-03,Santo Domingo,7.0
2018-03-04,Barahona,7.0
2018-03-04,Distrito Nacional,7.0
2018-03-04,Espaillat,5.0
2018-03-04,Hermanas Mirabal,5.0
2018-03-04,La Altagracia,2.0
2018-03-04,La Romana,7.0
2018-03-04,La Vega,5.0
2018-03-04,Puerto Plata,7.0
2018-03-04,San Cristobal,7.0
2018-03-04,San Juan,2.0
2018-03-04,Santiago,7.0
2018-03-04,Santo Domingo,7.0
2018-03-05,Barahona,7.0
2018-03-05,Distrito Nacional,7.0
2018-03-05,Espaillat,5.0
2018-03-05,Hermanas Mirabal,5.0
2018-03-05,La Altagracia,2.0
2018-03-05,La Romana,7.0
2018-03-05,La Vega,5.0
2018-03-05,Puerto Plata,7.0
2018-03-05,San Cristobal,7.0
2018-03-05,San Juan,2.0
2018-03-05,Santiago,7.0
2018-03-05,Santo Domingo,7.0
2018-03-06,Barahona,7.0
2018-03-06,Distrito Nacional,7.0
2018-03-06,Espaillat,5.0
2018-03-06,Hermanas Mirabal,5.0
2018-03-06,La Altagracia,2.0
2018-03-06,La Romana,7.0
2018-03-06,La Vega,5.0
2018-03-06,Puerto Plata,7.0
2018-03-06,San Cristobal,7.0
2018-03-06,San Juan,2.0
2018-03-06,Santiago,7.0
2018-03-06,Santo Domingo,7.0
2018-03-07,Barahona,7.0
2018-03-07,Distrito Nacional,7.0
2018-03-07,Espaillat,5.0
2018-03-07,Hermanas Mirabal,5.0
2018-03-07,La Altagracia,2.0
2018-03-07,La Romana,7.0
2018-03-07,La Vega,5.0
2018-03-07,Puerto Plata,7.0
2018-03-07,San Cristobal,7.0
2018-03-07,San Juan,2.0
2018-03-07,Santiago,7.0
2018-03-07,Santo Domingo,7.0
2018-03-08,Barahona,7.0
2018-03-08,Distrito Nacional,7.0
2018-03-08,Espaillat,5.0
2018-03-08,Hermanas Mirabal,5.0
2018-03-08,La Altagracia,2.0
2018-03-08,La Romana,7.0
2018-03-08,La Vega,5.0
2018-03-08,Puerto Plata,7.0
2018-03-08,San Cristobal,7.0
2018-03-08,San Juan,2.0
2018-03-08,Santiago,7.0
2018-03-08,Santo Domingo,7.0
2018-03-09,Barahona,7.0
2018-03-09,Distrito Nacional,7.0
2018-03-09,Espaillat,5.0
2018-03-09,Hermanas Mirabal,5.0
2018-03-09,La Altagracia,2.0
2018-03-09,La Romana,7.0
2018-03-09,La Vega,5.0
2018-03-09,Puerto Plata,7.0
2018-03-09,San Cristobal,7.0
2018-03-09,San Juan,2.0
2018-03-09,Santiago,7.0
2018-03-09,Santo Domingo,7.0
2018-03-10,Barahona,7.0
2018-03-10,Distrito Nacional,7.0
2018-03-10,Espaillat,5.0
2018-03-10,Hermanas Mirabal,5.0
2018-03-10,La Altagracia,2.0
2018-03-10,La Romana,7.0
2018-03-10,La Vega,5.0
2018-03-10,Puerto Plata,7.0
2018-03-10,San Cristobal,7.0
2018-03-10,San Juan,2.0
2018-03-10,Santiago,7.0
2018-03-10,Santo Domingo,7.0
2018-03-11,Barahona,7.0
2018-03-11,Distrito Nacional,7.0
2018-03-11,Espaillat,5.0
2018-03-11,Hermanas Mirabal,5.0
2018-03-11,La Altagracia,2.0
2018-03-11,La Romana,7.0
2018-03-11,La Vega,5.0
2018-03-11,Puerto Plata,7.0
2018-03-11,San Cristobal,7.0
2018-03-11,San Juan,2.0
2018-03-11,Santiago,7.0
2018-03-11,Santo Domingo,7.0
2018-03-12,Barahona,7.0
2018-03-12,Distrito Nacional,7.0
2018-03-12,Espaillat,5.0
2018-03-12,Hermanas Mirabal,5.0
2018-03-12,La Altagracia,2.0
2018-03-12,La Romana,7.0
2018-03-12,La Vega,5.0
2018-03-12,Puerto Plata,7.0
2018-03-12,San Cristobal,7.0
2018-03-12,San Juan,2.0
2018-03-12,Santiago,7.0
2018-03-12,Santo Domingo,7.0
2018-03-13,Barahona,7.0
2018-03-13,Distrito Nacional,7.0
2018-03-13,Espaillat,5.0
2018-03-13,Hermanas Mirabal,5.0
2018-03-13,La Altagracia,2.0
2018-03-13,La Romana,7.0
2018-03-13,La Vega,5.0
2018-03-13,Puerto Plata,7.0
2018-03-13,San Cristobal,7.0
2018-03-13,San Juan,2.0
2018-03-13,Santiago,7.0
2018-03-13,Santo Domingo,7.0
2018-03-14,Barahona,7.0
2018-03-14,Distrito Nacional,7.0
2018-03-14,Espaillat,5.0
2018-03-14,Hermanas Mirabal,5.0
2018-03-14,La Altagracia,2.0
2018-03-14,La Romana,7.0
2018-03-14,La Vega,5.0
2018-03-14,Puerto Plata,7.0
2018-03-14,San Cristobal,7.0
2018-03-14,San Juan,2.0
2018-03-14,Santiago,7.0
2018-03-14,Santo Domingo,7.0
2018-03-15,Barahona,7.0
2018-03-15,Distrito Nacional,7.0
2018-03-15,Espaillat,5.0
2018-03-15,Hermanas Mirabal,5.0
2018-03-15,La Altagracia,2.0
2018-03-15,La Romana,7.0
2018-03-15,La Vega,5.0
2018-03-15,Puerto Plata,7.0
2018-03-15,San Cristobal,7.0
2018-03-15,San Juan,2.0
2018-03-15,Santiago,7.0
2018-03-15,Santo Domingo,7.0
2018-03-16,Barahona,7.0
2018-03-16,Distrito Nacional,7.0
2018-03-16,Espaillat,5.0
2018-03-16,Hermanas Mirabal,5.0
2018-03-16,La Altagracia,2.0
2018-03-16,La Romana,7.0
2018-03-16,La Vega,5.0
2018-03-16,Puerto Plata,7.0
2018-03-16,San Cristobal,7.0
2018-03-16,San Juan,2.0
2018-03-16,Santiago,7.0
2018-03-16,Santo Domingo,7.0
2018-03-17,Barahona,7.0
2018-03-17,Distrito Nacional,7.0
2018-03-17,Espaillat,5.0
2018-03-17,Hermanas Mirabal,5.0
2018-03-17,La Altagracia,2.0
2018-03-17,La Romana,7.0
2018-03-17,La Vega,5.0
2018-03-17,Puerto Plata,7.0
2018-03-17,San Cristobal,7.0
2018-03-17,San Juan,2.0
2018-03-17,Santiago,7.0
2018-03-17,Santo Domingo,7.0
2018-03-18,Barahona,7.0
2018-03-18,Distrito Nacional,7.0
2018-03-18,Espaillat,5.0
2018-03-18,Hermanas Mirabal,5.0
2018-03-18,La Altagracia,2.0
2018-03-18,La Romana,7.0
2018-03-18,La Vega,5.0
2018-03-18,Puerto Plata,7.0
2018-03-18,San Cristobal,7.0
2018-03-18,San Juan,2.0
2018-03-18,Santiago,7.0
2018-03-18,Santo Domingo,7.0
2018-03-19,Barahona,7.0
2018-03-19,Distrito Nacional,7.0
2018-03-19,Espaillat,5.0
2018-03-19,Hermanas Mirabal,5.0
2018-03-19,La Altagracia,2.0
2018-03-19,La Romana,7.0
2018-03-19,La Vega,5.0
2018-03-19,Puerto Plata,7.0
2018-03-19,San Cristobal,7.0
2018-03-19,San Juan,2.0
2018-03-19,Santiago,7.0
2018-03-19,Santo Domingo,7.0
2018-03-20,Barahona,7.0
2018-03-20,Distrito Nacional,7.0
2018-03-20,Espaillat,5.0
2018-03-20,Hermanas Mirabal,5.0
2018-03-20,La Altagracia,2.0
2018-03-20,La Romana,7.0
2018-03-20,La Vega,5.0
2018-03-20,Puerto Plata,7.0
2018-03-20,San Cristobal,7.0
2018-03-20,San Juan,2.0
2018-03-20,Santiago,7.0
2018-03-20,Santo Domingo,7.0
2018-03-21,Barahona,7.0
2018-03-21,Distrito Nacional,7.0
2018-03-21,Espaillat,5.0
2018-03-21,Hermanas Mirabal,5.0
2018-03-21,La Altagracia,2.0
2018-03-21,La Romana,7.0
2018-03-21,La Vega,5.0
2018-03-21,Puerto Plata,7.0
2018-03-21,San Cristobal,7.0
2018-03-21,San Juan,2.0
2018-03-21,Santiago,7.0
2018-03-21,Santo Domingo,7.0
2018-03-22,Barahona,7.0
2018-03-22,Distrito Nacional,7.0
2018-03-22,Espaillat,5.0
2018-03-22,Hermanas Mirabal,5.0
2018-03-22,La Altagracia,2.0
2018-03-22,La Romana,7.0
2018-03-22,La Vega,5.0
2018-03-22,Puerto Plata,7.0
2018-03-22,San Cristobal,7.0
2018-03-22,San Juan,2.0
2018-03-22,Santiago,7.0
2018-03-22,Santo Domingo,7.0
2018-03-23,Barahona,7.0
2018-03-23,Distrito Nacional,7.0
2018-03-23,Espaillat,5.0
2018-03-23,Hermanas Mirabal,5.0
2018-03-23,La Altagracia,2.0
2018-03-23,La Romana,7.0
2018-03-23,La Vega,5.0
2018-03-23,Puerto Plata,7.0
2018-03-23,San Cristobal,7.0
2018-03-23,San Juan,2.0
2018-03-23,Santiago,7.0
2018-03-23,Santo Domingo,7.0
2018-03-24,Barahona,7.0
2018-03-24,Distrito Nacional,7.0
2018-03-24,Espaillat,5.0
2018-03-24,Hermanas Mirabal,5.0
2018-03-24,La Altagracia,2.0
2018-03-24,La Romana,7.0
2018-03-24,La Vega,5.0
2018-03-24,Puerto Plata,7.0
2018-03-24,San Cristobal,7.0
2018-03-24,San Juan,2.0
2018-03-24,Santiago,7.0
2018-03-24,Santo Domingo,7.0
2018-03-25,Barahona,7.0
2018-03-25,Distrito Nacional,7.0
2018-03-25,Espaillat,5.0
2018-03-25,Hermanas Mirabal,5.0
2018-03-25,La Altagracia,2.0
2018-03-25,La Romana,7.0
2018-03-25,La Vega,5.0
2018-03-25,Puerto Plata,7.0
2018-03-25,San Cristobal,7.0
2018-03-25,San Juan,2.0
2018-03-25,Santiago,7.0
2018-03-25,Santo Domingo,7.0
2018-03-26,Barahona,7.0
2018-03-26,Distrito Nacional,7.0
2018-03-26,Espaillat,5.0
2018-03-26,Hermanas Mirabal,5.0
2018-03-26,La Altagracia,2.0
2018-03-26,La Romana,7.0
2018-03-26,La Vega,5.0
2018-03-26,Puerto Plata,7.0
2018-03-26,San Cristobal,7.0
2018-03-26,San Juan,2.0
2018-03-26,Santiago,7.0
2018-03-26,Santo Domingo,7.0
2018-03-27,Barahona,7.0
2018-03-27,Distrito Nacional,7.0
2018-03-27,Espaillat,5.0
2018-03-27,Hermanas Mirabal,5.0
2018-03-27,La Altagracia,2.0
2018-03-27,La Romana,7.0
2018-03-27,La Vega,5.0
2018-03-27,Puerto Plata,7.0
2018-03-27,San Cristobal,7.0
2018-03-27,San Juan,2.0
2018-03-27,Santiago,7.0
2018-03-27,Santo Domingo,7.0
2018-03-28,Barahona,7.0
2018-03-28,Distrito Nacional,7.0
2018-03-28,Espaillat,5.0
2018-03-28,Hermanas Mirabal,5.0
2018-03-28,La Altagracia,2.0
2018-03-28,La Romana,7.0
2018-03-28,La Vega,5.0
2018-03-28,Puerto Plata,7.0
2018-03-28,San Cristobal,7.0
2018-03-28,San Juan,2.0
2018-03-28,Santiago,7.0
2018-03-28,Santo Domingo,7.0
2018-03-29,Barahona,7.0
2018-03-29,Distrito Nacional,7.0
2018-03-29,Espaillat,5.0
2018-03-29,Hermanas Mirabal,5.0
2018-03-29,La Altagracia,2.0
2018-03-29,La Romana,7.0
2018-03-29,La Vega,5.0
2018-03-29,Puerto Plata,7.0
2018-03-29,San Cristobal,7.0
2018-03-29,San Juan,2.0
2018-03-29,Santiago,7.0
2018-03-29,Santo Domingo,7.0
2018-03-30,Barahona,7.0
2018-03-30,Distrito Nacional,7.0
2018-03-30,Espaillat,5.0
2018-03-30,Hermanas Mirabal,5.0
2018-03-30,La Altagracia,2.0
2018-03-30,La Romana,7.0
2018-03-30,La Vega,5.0
2018-03-30,Puerto Plata,7.0
2018-03-30,San Cristobal,7.0
2018-03-30,San Juan,2.0
2018-03-30,Santiago,7.0
2018-03-30,Santo Domingo,7.0
2018-03-31,Barahona,7.0
2018-03-31,Distrito Nacional,7.0
2018-03-31,Espaillat,5.0
2018-03-31,Hermanas Mirabal,5.0
2018-03-31,La Altagracia,2.0
2018-03-31,La Romana,7.0
2018-03-31,La Vega,5.0
2018-03-31,Puerto Plata,7.0
2018-03-31,San Cristobal,7.0
2018-03-31,San Juan,2.0
2018-03-31,Santiago,7.0
2018-03-31,Santo Domingo,7.0
2018-04-01,Barahona,7.0
2018-04-01,Distrito Nacional,7.0
2018-04-01,Espaillat,5.0
2018-04-01,Hermanas Mirabal,5.0
2018-04-01,La Altagracia,2.0
2018-04-01,La Romana,7.0
2018-04-01,La Vega,5.0
2018-04-01,Puerto Plata,7.0
2018-04-01,San Cristobal,7.0
2018-04-01,San Juan,2.0
2018-04-01,Santiago,7.0
2018-04-01,Santo Domingo,7.0
2018-04-02,Barahona,7.0
2018-04-02,Distrito Nacional,7.0
2018-04-02,Espaillat,5.0
2018-04-02,Hermanas Mirabal,5.0
2018-04-02,La Altagracia,2.0
2018-04-02,La Romana,7.0
2018-04-02,La Vega,5.0
2018-04-02,Puerto Plata,7.0
2018-04-02,San Cristobal,7.0
2018-04-02,San Juan,2.0
2018-04-02,Santiago,7.0
2018-04-02,Santo Domingo,7.0
2018-04-03,Barahona,7.0
2018-04-03,Distrito Nacional,7.0
2018-04-03,Espaillat,5.0
2018-04-03,Hermanas Mirabal,5.0
2018-04-03,La Altagracia,2.0
2018-04-03,La Romana,7.0
2018-04-03,La Vega,5.0
2018-04-03,Puerto Plata,7.0
2018-04-03,San Cristobal,7.0
2018-04-03,San Juan,2.0
2018-04-03,Santiago,7.0
2018-04-03,Santo Domingo,7.0
2018-04-04,Barahona,7.0
2018-04-04,Distrito Nacional,7.0
2018-04-04,Espaillat,5.0
2018-04-04,Hermanas Mirabal,5.0
2018-04-04,La Altagracia,2.0
2018-04-04,La Romana,7.0
2018-04-04,La Vega,5.0
2018-04-04,Puerto Plata,7.0
2018-04-04,San Cristobal,7.0
2018-04-04,San Juan,2.0
2018-04-04,Santiago,7.0
2018-04-04,Santo Domingo,7.0
2018-04-05,Barahona,7.0
2018-04-05,Distrito Nacional,7.0
2018-04-05,Espaillat,5.0
2018-04-05,Hermanas Mirabal,5.0
2018-04-05,La Altagracia,2.0
2018-04-05,La Romana,7.0
2018-04-05,La Vega,5.0
2018-04-05,Puerto Plata,7.0
2018-04-05,San Cristobal,7.0
2018-04-05,San Juan,2.0
2018-04-05,Santiago,7.0
2018-04-05,Santo Domingo,7.0
2018-04-06,Barahona,7.0
2018-04-06,Distrito Nacional,7.0
2018-04-06,Espaillat,5.0
2018-04-06,Hermanas Mirabal,5.0
2018-04-06,La Altagracia,2.0
2018-04-06,La Romana,7.0
2018-04-06,La Vega,5.0
2018-04-06,Puerto Plata,7.0
2018-04-06,San Cristobal,7.0
2018-04-06,San Juan,2.0
2018-04-06,Santiago,7.0
2018-04-06,Santo Domingo,7.0
2018-04-07,Barahona,7.0
2018-04-07,Distrito Nacional,7.0
2018-04-07,Espaillat,5.0
2018-04-07,Hermanas Mirabal,5.0
2018-04-07,La Altagracia,2.0
2018-04-07,La Romana,7.0
2018-04-07,La Vega,5.0
2018-04-07,Puerto Plata,7.0
2018-04-07,San Cristobal,7.0
2018-04-07,San Juan,2.0
2018-04-07,Santiago,7.0
2018-04-07,Santo Domingo,7.0
2018-04-08,Barahona,7.0
2018-04-08,Distrito Nacional,7.0
2018-04-08,Espaillat,5.0
2018-04-08,Hermanas Mirabal,5.0
2018-04-08,La Altagracia,2.0
2018-04-08,La Romana,7.0
2018-04-08,La Vega,5.0
2018-04-08,Puerto Plata,7.0
2018-04-08,San Cristobal,7.0
2018-04-08,San Juan,2.0
2018-04-08,Santiago,7.0
2018-04-08,Santo Domingo,7.0
2018-04-09,Barahona,7.0
2018-04-09,Distrito Nacional,7.0
2018-04-09,Espaillat,5.0
2018-04-09,Hermanas Mirabal,5.0
2018-04-09,La Altagracia,2.0
2018-04-09,La Romana,7.0
2018-04-09,La Vega,5.0
2018-04-09,Puerto Plata,7.0
2018-04-09,San Cristobal,7.0
2018-04-09,San Juan,2.0
2018-04-09,Santiago,7.0
2018-04-09,Santo Domingo,7.0
2018-04-10,Barahona,7.0
2018-04-10,Distrito Nacional,7.0
2018-04-10,Espaillat,5.0
2018-04-10,Hermanas Mirabal,5.0
2018-04-10,La Altagracia,2.0
2018-04-10,La Romana,7.0
2018-04-10,La Vega,5.0
2018-04-10,Puerto Plata,7.0
2018-04-10,San Cristobal,7.0
2018-04-10,San Juan,2.0
2018-04-10,Santiago,7.0
2018-04-10,Santo Domingo,7.0
2018-04-11,Barahona,7.0
2018-04-11,Distrito Nacional,7.0
2018-04-11,Espaillat,5.0
2018-04-11,Hermanas Mirabal,5.0
2018-04-11,La Altagracia,2.0
2018-04-11,La Romana,7.0
2018-04-11,La Vega,5.0
2018-04-11,Puerto Plata,7.0
2018-04-11,San Cristobal,7.0
2018-04-11,San Juan,2.0
2018-04-11,Santiago,7.0
2018-04-11,Santo Domingo,7.0
2018-04-12,Barahona,7.0
2018-04-12,Distrito Nacional,7.0
2018-04-12,Espaillat,5.0
2018-04-12,Hermanas Mirabal,5.0
2018-04-12,La Altagracia,2.0
2018-04-12,La Romana,7.0
2018-04-12,La Vega,5.0
2018-04-12,Puerto Plata,7.0
2018-04-12,San Cristobal,7.0
2018-04-12,San Juan,2.0
2018-04-12,Santiago,7.0
2018-04-12,Santo Domingo,7.0
2018-04-13,Barahona,7.0
2018-04-13,Distrito Nacional,7.0
2018-04-13,Espaillat,5.0
2018-04-13,Hermanas Mirabal,5.0
2018-04-13,La Altagracia,2.0
2018-04-13,La Romana,7.0
2018-04-13,La Vega,5.0
2018-04-13,Puerto Plata,7.0
2018-04-13,San Cristobal,7.0
2018-04-13,San Juan,2.0
2018-04-13,Santiago,7.0
2018-04-13,Santo Domingo,7.0
2018-04-14,Barahona,7.0
2018-04-14,Distrito Nacional,7.0
2018-04-14,Espaillat,5.0
2018-04-14,Hermanas Mirabal,5.0
2018-04-14,La Altagracia,2.0
2018-04-14,La Romana,7.0
2018-04-14,La Vega,5.0
2018-04-14,Puerto Plata,7.0
2018-04-14,San Cristobal,7.0
2018-04-14,San Juan,2.0
2018-04-14,Santiago,7.0
2018-04-14,Santo Domingo,7.0
2018-04-15,Barahona,7.0
2018-04-15,Distrito Nacional,7.0
2018-04-15,Espaillat,5.0
2018-04-15,Hermanas Mirabal,5.0
2018-04-15,La Altagracia,2.0
2018-04-15,La Romana,7.0
2018-04-15,La Vega,5.0
2018-04-15,Puerto Plata,7.0
2018-04-15,San Cristobal,7.0
2018-04-15,San Juan,2.0
2018-04-15,Santiago,7.0
2018-04-15,Santo Domingo,7.0
2018-04-16,Barahona,7.0
2018-04-16,Distrito Nacional,7.0
2018-04-16,Espaillat,5.0
2018-04-16,Hermanas Mirabal,5.0
2018-04-16,La Altagracia,2.0
2018-04-16,La Romana,7.0
2018-04-16,La Vega,5.0
2018-04-16,Puerto Plata,7.0
2018-04-16,San Cristobal,7.0
2018-04-16,San Juan,2.0
2018-04-16,Santiago,7.0
2018-04-16,Santo Domingo,7.0
2018-04-17,Barahona,7.0
2018-04-17,Distrito Nacional,7.0
2018-04-17,Espaillat,5.0
2018-04-17,Hermanas Mirabal,5.0
2018-04-17,La Altagracia,2.0
2018-04-17,La Romana,7.0
2018-04-17,La Vega,5.0
2018-04-17,Puerto Plata,7.0
2018-04-17,San Cristobal,7.0
2018-04-17,San Juan,2.0
2018-04-17,Santiago,7.0
2018-04-17,Santo Domingo,7.0
2018-04-18,Barahona,7.0
2018-04-18,Distrito Nacional,7.0
2018-04-18,Espaillat,5.0
2018-04-18,Hermanas Mirabal,5.0
2018-04-18,La Altagracia,2.0
2018-04-18,La Romana,7.0
2018-04-18,La Vega,5.0
2018-04-18,Puerto Plata,7.0
2018-04-18,San Cristobal,7.0
2018-04-18,San Juan,2.0
2018-04-18,Santiago,7.0
2018-04-18,Santo Domingo,7.0
2018-04-19,Barahona,7.0
2018-04-19,Distrito Nacional,7.0
2018-04-19,Espaillat,5.0
2018-04-19,Hermanas Mirabal,5.0
2018-04-19,La Altagracia,2.0
2018-04-19,La Romana,7.0
2018-04-19,La Vega,5.0
2018-04-19,Puerto Plata,7.0
2018-04-19,San Cristobal,7.0
2018-04-19,San Juan,2.0
2018-04-19,Santiago,7.0
2018-04-19,Santo Domingo,7.0
2018-04-20,Barahona,7.0
2018-04-20,Distrito Nacional,7.0
2018-04-20,Espaillat,5.0
2018-04-20,Hermanas Mirabal,5.0
2018-04-20,La Altagracia,2.0
2018-04-20,La Romana,7.0
2018-04-20,La Vega,5.0
2018-04-20,Puerto Plata,7.0
2018-04-20,San Cristobal,7.0
2018-04-20,San Juan,2.0
2018-04-20,Santiago,7.0
2018-04-20,Santo Domingo,7.0
2018-04-21,Barahona,7.0
2018-04-21,Distrito Nacional,7.0
2018-04-21,Espaillat,5.0
2018-04-21,Hermanas Mirabal,5.0
2018-04-21,La Altagracia,2.0
2018-04-21,La Romana,7.0
2018-04-21,La Vega,5.0
2018-04-21,Puerto Plata,7.0
2018-04-21,San Cristobal,7.0
2018-04-21,San Juan,2.0
2018-04-21,Santiago,7.0
2018-04-21,Santo Domingo,7.0
2018-04-22,Barahona,7.0
2018-04-22,Distrito Nacional,7.0
2018-04-22,Espaillat,5.0
2018-04-22,Hermanas Mirabal,5.0
2018-04-22,La Altagracia,2.0
2018-04-22,La Romana,7.0
2018-04-22,La Vega,5.0
2018-04-22,Puerto Plata,7.0
2018-04-22,San Cristobal,7.0
2018-04-22,San Juan,2.0
2018-04-22,Santiago,7.0
2018-04-22,Santo Domingo,7.0
2018-04-23,Barahona,7.0
2018-04-23,Distrito Nacional,7.0
2018-04-23,Espaillat,5.0
2018-04-23,Hermanas Mirabal,5.0
2018-04-23,La Altagracia,2.0
2018-04-23,La Romana,7.0
2018-04-23,La Vega,5.0
2018-04-23,Puerto Plata,7.0
2018-04-23,San Cristobal,7.0
2018-04-23,San Juan,2.0
2018-04-23,Santiago,7.0
2018-04-23,Santo Domingo,7.0
2018-04-24,Barahona,7.0
2018-04-24,Distrito Nacional,7.0
2018-04-24,Espaillat,5.0
2018-04-24,Hermanas Mirabal,5.0
2018-04-24,La Altagracia,2.0
2018-04-24,La Romana,7.0
2018-04-24,La Vega,5.0
2018-04-24,Puerto Plata,7.0
2018-04-24,San Cristobal,7.0
2018-04-24,San Juan,2.0
2018-04-24,Santiago,7.0
2018-04-24,Santo Domingo,7.0
2018-04-25,Barahona,7.0
2018-04-25,Distrito Nacional,7.0
